Unit of measure;airpol;Air pollutants and greenhouse gases;src_crf;Source sectors for greenhouse gas emissions (Common reporting format, UNFCCC);TIME_PERIOD;Time;OBS_VALUE
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2016;;17427.01
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2017;;21303.72
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2018;;17870.47
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2019;;13052.39
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2020;;10391.19
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2021;;8318.99
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2022;;8372.42
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);CRF1A1;Fuel combustion in energy industries;2023;;5849.91
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2004;;84194.42
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2005;;86039.03
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2006;;81170.84
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2007;;78869.54
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2008;;76390.74
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2009;;73313.94
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2010;;68919.42
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2011;;67508.05
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2012;;65468.02
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2013;;63534.66
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2014;;63410.07
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2015;;67591.92
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2016;;65743.32
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2017;;70887.85
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2018;;67171.57
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2019;;63605.05
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2020;;57496.65
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2021;;56173.58
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2022;;56403.63
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTX4_MEMO;Total (excluding LULUCF and memo items);2023;;53249.53
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2004;;82258.53
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2005;;90465.41
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2006;;78979.08
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2007;;76314.03
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2008;;70293.2
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2009;;68620.42
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2010;;65784.59
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2011;;64376.43
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2012;;63102.1
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2013;;62409.54
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2014;;59541.95
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2015;;64988.13
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2016;;65432.34
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2017;;85939.36
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2018;;63210.02
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2019;;60324.13
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2020;;53977.27
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2021;;53539.56
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2022;;55978.46
Thousand tonnes;GHG;Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent);TOTXMEMO;Total (excluding memo items);2023;;51216.86
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2004;;2.43
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2005;;2.43
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2006;;2.33
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2007;;2.27
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2008;;2.26
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2009;;2.11
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2010;;2.03
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2011;;1.95
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2012;;1.82
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2013;;1.71
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2014;;1.73
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2015;;1.87
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2016;;1.88
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2017;;2.05
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2018;;1.97
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2019;;1.94
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2020;;1.83
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2021;;1.88
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2022;;1.95
Thousand tonnes;N2O;Nitrous oxide;CRF1;Energy;2023;;1.86
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2004;;2.42
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2005;;2.42
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2006;;2.32
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2007;;2.26
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2008;;2.25
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2009;;2.1
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2010;;2.02
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2011;;1.94
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2012;;1.81
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2013;;1.71
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2014;;1.72
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2015;;1.86
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2016;;1.87
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2017;;2.04
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2018;;1.96
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2019;;1.93
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2020;;1.82
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2021;;1.87
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2022;;1.94
Thousand tonnes;N2O;Nitrous oxide;CRF1A;Fuel combustion - sectoral approach;2023;;1.85
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2004;;0.5
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2005;;0.55
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2006;;0.52
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2007;;0.48
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2008;;0.51
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2009;;0.53
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2010;;0.46
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2011;;0.49
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2012;;0.44
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2013;;0.35
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2014;;0.33
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2015;;0.45
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2016;;0.46
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2017;;0.6
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2018;;0.5
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2019;;0.45
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2020;;0.42
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2021;;0.37
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2022;;0.41
Thousand tonnes;N2O;Nitrous oxide;CRF1A1;Fuel combustion in energy industries;2023;;0.28
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2004;;15.74
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2005;;14.17
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2006;;13.81
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2007;;14.49
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2008;;14.23
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2009;;13.47
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2010;;13.53
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2011;;12.36
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2012;;12.36
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2013;;12.35
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2014;;12.87
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2015;;12.81
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2016;;12.72
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2017;;13.12
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2018;;13.21
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2019;;13.36
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2020;;13.26
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2021;;13.27
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2022;;12.73
Thousand tonnes;N2O;Nitrous oxide;TOTX4_MEMO;Total (excluding LULUCF and memo items);2023;;12.97
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2004;;16.58
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2005;;15.42
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2006;;14.66
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2007;;15.31
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2008;;15.01
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2009;;14.36
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2010;;14.49
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2011;;13.24
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2012;;13.3
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2013;;13.33
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2014;;13.67
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2015;;13.66
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2016;;13.7
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2017;;14.61
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2018;;13.95
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2019;;14.08
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2020;;13.99
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2021;;13.93
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2022;;13.47
Thousand tonnes;N2O;Nitrous oxide;TOTXMEMO;Total (excluding memo items);2023;;13.59
